COD_MUNICIPIO_A,COD_MUNICIPIO_IBGE,MUNICIPIO_A,MUNICIPIO_IBGE,UF,CODE
748,3170651,VARGEM GRANDE DO RIO PARDO,Vargem Grande do Rio Pardo,MG,31
750,3170750,VARJÃO DE MINAS,Varjão de Minas,MG,31
752,3171030,VERDELÂNDIA,Verdelândia,MG,31
754,3171071,VEREDINHA,Veredinha,MG,31
756,3171154,VERMELHO NOVO,Vermelho Novo,MG,31
2649,3162955,SÃO JOSÉ DA LAPA,São José da Lapa,MG,31
2651,3112653,CAPITÃO ANDRADE,Capitão Andrade,MG,31
2653,3115458,CATUJI,Catuji,MG,31
2655,3135076,JAMPRUCA,Jampruca,MG,31
2657,3122454,DIVISÓPOLIS,Divisópolis,MG,31
2659,3140555,MATA VERDE,Mata Verde,MG,31
2661,3146750,PALMÓPOLIS,Palmópolis,MG,31
2663,3123858,ENTRE FOLHAS,Entre Folhas,MG,31
2665,3131158,IPABA,Ipaba,MG,31
2667,3157252,SANTA BÁRBARA DO LESTE,Santa Bárbara do Leste,MG,31
2669,3159357,SANTA RITA DE MINAS,Santa Rita de Minas,MG,31
2671,3170057,UBAPORANGA,Ubaporanga,MG,31
2673,3158953,SANTANA DO PARAÍSO,Santana do Paraíso,MG,31
2675,3123528,DURANDÉ,Durandé,MG,31
2677,3162559,SÃO JOÃO DO MANHUAÇU,São João do Manhuaçu,MG,31
2679,3162575,SÃO JOÃO DO MANTENINHA,São João do Manteninha,MG,31
2681,3101631,ALFREDO VASCONCELOS,Alfredo Vasconcelos,MG,31
2683,3125952,FERVEDOURO,Fervedouro,MG,31
2685,3114550,CARNEIRINHO,Carneirinho,MG,31
2687,3138625,LIMEIRA DO OESTE,Limeira do Oeste,MG,31
2689,3165578,SENADOR AMARAL,Senador Amaral,MG,31
2691,3136652,JUATUBA,Juatuba,MG,31
2693,3130051,ICARAÍ DE MINAS,Icaraí de Minas,MG,31
2695,3138658,LONTRA,Lontra,MG,31
2697,3143450,MONTEZUMA,Montezuma,MG,31
2699,3170529,URUCUIA,Urucuia,MG,31
2893,3135050,JAÍBA,Jaíba,MG,31
2895,3139250,MAMONAS,Mamonas,MG,31
2897,3140852,MATIAS CARDOSO,Matias Cardoso,MG,31
2899,3149150,PEDRAS DE MARIA DA CRUZ,Pedras de Maria da Cruz,MG,31
2901,3154457,RIACHINHO,Riachinho,MG,31
2903,3103751,ARAPORÃ,Araporã,MG,31
2905,3137536,LAGOA GRANDE,Lagoa Grande,MG,31
4001,3100104,ABADIA DOS DOURADOS,Abadia dos Dourados,MG,31
4003,3100203,ABAETÉ,Abaeté,MG,31
4005,3100302,ABRE CAMPO,Abre Campo,MG,31
4007,3100401,ACAIACA,Acaiaca,MG,31
4009,3100500,AÇUCENA,Açucena,MG,31
4011,3100609,ÁGUA BOA,Água Boa,MG,31
4013,3100708,ÁGUA COMPRIDA,Água Comprida,MG,31
4015,3100807,AGUANIL,Aguanil,MG,31
4017,3100906,ÁGUAS FORMOSAS,Águas Formosas,MG,31
4019,3101003,ÁGUAS VERMELHAS,Águas Vermelhas,MG,31
4021,3101102,AIMORÉS,Aimorés,MG,31
4023,3101201,AIURUOCA,Aiuruoca,MG,31
4025,3101300,ALAGOA,Alagoa,MG,31
4027,3101409,ALBERTINA,Albertina,MG,31
4029,3101508,ALÉM PARAÍBA,Além Paraíba,MG,31
4031,3101607,ALFENAS,Alfenas,MG,31
4033,3101706,ALMENARA,Almenara,MG,31
4035,3101805,ALPERCATA,Alpercata,MG,31
4037,3101904,ALPINÓPOLIS,Alpinópolis,MG,31
4039,3102001,ALTEROSA,Alterosa,MG,31
4041,3102100,ALTO RIO DOCE,Alto Rio Doce,MG,31
4043,3102209,ALVARENGA,Alvarenga,MG,31
4045,3102308,ALVINÓPOLIS,Alvinópolis,MG,31
4047,3102407,ALVORADA DE MINAS,Alvorada de Minas,MG,31
4049,3102506,AMPARO DA SERRA,Amparo do Serra,MG,31
4051,3102605,ANDRADAS,Andradas,MG,31
4053,3102704,CACHOEIRA DE PAJEÚ,Cachoeira de Pajeú,MG,31
4055,3102803,ANDRELÂNDIA,Andrelândia,MG,31
4057,3102902,ANTÔNIO CARLOS,Antônio Carlos,MG,31
4059,3103009,ANTÔNIO DIAS,Antônio Dias,MG,31
4061,3103108,ANTÔNIO PRADO DE MINAS,Antônio Prado de Minas,MG,31
4063,3103207,ARAÇAÍ,Araçaí,MG,31
4065,3103306,ARACITABA,Aracitaba,MG,31
4067,3103405,ARAÇUAÍ,Araçuaí,MG,31
4069,3103504,ARAGUARI,Araguari,MG,31
4071,3103603,ARANTINA,Arantina,MG,31
4073,3103702,ARAPONGA,Araponga,MG,31
4075,3103801,ARAPUÁ,Arapuá,MG,31
4077,3103900,ARAÚJOS,Araújos,MG,31
4079,3104007,ARAXÁ,Araxá,MG,31
4081,3104106,ARCEBURGO,Arceburgo,MG,31
4083,3104205,ARCOS,Arcos,MG,31
4085,3104304,AREADO,Areado,MG,31
4087,3104403,ARGIRITA,Argirita,MG,31
4089,3104502,ARINOS,Arinos,MG,31
4091,3104601,ASTOLFO DUTRA,Astolfo Dutra,MG,31
4093,3104700,ATALÉIA,Ataléia,MG,31
4095,3104809,AUGUSTO DE LIMA,Augusto de Lima,MG,31
4097,3104908,BAEPENDI,Baependi,MG,31
4099,3105004,BALDIM,Baldim,MG,31
4101,3105103,BAMBUÍ,Bambuí,MG,31
4103,3105202,BANDEIRA,Bandeira,MG,31
4105,3105301,BANDEIRA DO SUL,Bandeira do Sul,MG,31
4107,3105400,BARÃO DE COCAIS,Barão de Cocais,MG,31
4109,3105509,BARÃO DO MONTE ALTO,Barão de Monte Alto,MG,31
4111,3105608,BARBACENA,Barbacena,MG,31
4113,3105707,BARRA LONGA,Barra Longa,MG,31
4115,3169356,TRÊS MARIAS,Três Marias,MG,31
4117,3105905,BARROSO,Barroso,MG,31
4119,3106002,BELA VISTA DE MINAS,Bela Vista de Minas,MG,31
4121,3106101,BELMIRO BRAGA,Belmiro Braga,MG,31
4123,3106200,BELO HORIZONTE,Belo Horizonte,MG,31
4125,3106309,BELO ORIENTE,Belo Oriente,MG,31
4127,3106408,BELO VALE,Belo Vale,MG,31
4129,3106507,BERILO,Berilo,MG,31
4131,3106606,BERTÓPOLIS,Bertópolis,MG,31
4133,3106705,BETIM,Betim,MG,31
4135,3106804,BIAS FORTES,Bias Fortes,MG,31
4137,3106903,BICAS,Bicas,MG,31
4139,3107000,BIQUINHAS,Biquinhas,MG,31
4141,3107109,BOA ESPERANÇA,Boa Esperança,MG,31
4143,3107208,BOCAINA DE MINAS,Bocaina de Minas,MG,31
4145,3107307,BOCAIÚVA,Bocaiúva,MG,31
4147,3107406,BOM DESPACHO,Bom Despacho,MG,31
4149,3107505,BOM JARDIM DE MINAS,Bom Jardim de Minas,MG,31
4151,3107604,BOM JESUS DA PENHA,Bom Jesus da Penha,MG,31
4153,3107703,BOM JESUS DO AMPARO,Bom Jesus do Amparo,MG,31
4155,3107802,BOM JESUS DO GALHO,Bom Jesus do Galho,MG,31
4157,3107901,BOM REPOUSO,Bom Repouso,MG,31
4159,3108008,BOM SUCESSO,Bom Sucesso,MG,31
4161,3108107,BONFIM,Bonfim,MG,31
4163,3108206,BONFINÓPOLIS DE MINAS,Bonfinópolis de Minas,MG,31
4165,3108305,BORDA DA MATA,Borda da Mata,MG,31
4167,3108404,BOTELHOS,Botelhos,MG,31
4169,3108503,BOTUMIRIM,Botumirim,MG,31
4171,3108602,BRASÍLIA DE MINAS,Brasília de Minas,MG,31
4173,3108701,BRÁS PIRES,Brás Pires,MG,31
4175,3108800,BRAÚNAS,Braúnas,MG,31
4177,3108909,BRASÓPOLIS,Brazópolis,MG,31
4179,3109006,BRUMADINHO,Brumadinho,MG,31
4181,3109105,BUENO BRANDÃO,Bueno Brandão,MG,31
4183,3109204,BUENÓPOLIS,Buenópolis,MG,31
4185,3109303,BURITIS,Buritis,MG,31
4187,3109402,BURITIZEIRO,Buritizeiro,MG,31
4189,3109501,CABO VERDE,Cabo Verde,MG,31
4191,3109600,CACHOEIRA DA PRATA,Cachoeira da Prata,MG,31
4193,3109709,CACHOEIRA DE MINAS,Cachoeira de Minas,MG,31
4195,3109808,CACHOEIRA DOURADA,Cachoeira Dourada,MG,31
4197,3109907,CAETANÓPOLIS,Caetanópolis,MG,31
4199,3110004,CAETÉ,Caeté,MG,31
4201,3110103,CAIANA,Caiana,MG,31
4203,3110202,CAJURI,Cajuri,MG,31
4205,3110301,CALDAS,Caldas,MG,31
4207,3110400,CAMACHO,Camacho,MG,31
4209,3110509,CAMANDUCAIA,Camanducaia,MG,31
4211,3110608,CAMBUÍ,Cambuí,MG,31
4213,3110707,CAMBUQUIRA,Cambuquira,MG,31
4215,3110806,CAMPANÁRIO,Campanário,MG,31
4217,3110905,CAMPANHA,Campanha,MG,31
4219,3111002,CAMPESTRE,Campestre,MG,31
4221,3111101,CAMPINA VERDE,Campina Verde,MG,31
4223,3111200,CAMPO BELO,Campo Belo,MG,31
4225,3111309,CAMPO DO MEIO,Campo do Meio,MG,31
4227,3111408,CAMPO FLORIDO,Campo Florido,MG,31
4229,3111507,CAMPOS ALTOS,Campos Altos,MG,31
4231,3111606,CAMPOS GERAIS,Campos Gerais,MG,31
4233,3111705,CANAÃ,Canaã,MG,31
4235,3111804,CANÁPOLIS,Canápolis,MG,31
4237,3111903,CANA VERDE,Cana Verde,MG,31
4239,3112000,CANDEIAS,Candeias,MG,31
4241,3112109,CAPARAÓ,Caparaó,MG,31
4243,3112208,CAPELA NOVA,Capela Nova,MG,31
4245,3112307,CAPELINHA,Capelinha,MG,31
4247,3112406,CAPETINGA,Capetinga,MG,31
4249,3112505,CAPIM BRANCO,Capim Branco,MG,31
4251,3112604,CAPINÓPOLIS,Capinópolis,MG,31
4253,3112703,CAPITÃO ENÉAS,Capitão Enéas,MG,31
4255,3112802,CAPITÓLIO,Capitólio,MG,31
4257,3112901,CAPUTIRA,Caputira,MG,31
4259,3113008,CARAÍ,Caraí,MG,31
4261,3113107,CARANAÍBA,Caranaíba,MG,31
4263,3113206,CARANDAÍ,Carandaí,MG,31
4265,3113305,CARANGOLA,Carangola,MG,31
4267,3113404,CARATINGA,Caratinga,MG,31
4269,3113503,CARBONITA,Carbonita,MG,31
4271,3113602,CAREAÇU,Careaçu,MG,31
4273,3113701,CARLOS CHAGAS,Carlos Chagas,MG,31
4275,3113800,CARMÉSIA,Carmésia,MG,31
4277,3113909,CARMO DA CACHOEIRA,Carmo da Cachoeira,MG,31
4279,3114006,CARMO DA MATA,Carmo da Mata,MG,31
4281,3114105,CARMO DE MINAS,Carmo de Minas,MG,31
4283,3114204,CARMO DO CAJURU,Carmo do Cajuru,MG,31
4285,3114303,CARMO DO PARANAÍBA,Carmo do Paranaíba,MG,31
4287,3114402,CARMO DO RIO CLARO,Carmo do Rio Claro,MG,31
4289,3114501,CARMÓPOLIS DE MINAS,Carmópolis de Minas,MG,31
4291,3114600,CARRANCAS,Carrancas,MG,31
4293,3114709,CARVALHÓPOLIS,Carvalhópolis,MG,31
4295,3114808,CARVALHOS,Carvalhos,MG,31
4297,3114907,CASA GRANDE,Casa Grande,MG,31
4299,3115003,CASCALHO RICO,Cascalho Rico,MG,31
4301,3115102,CÁSSIA,Cássia,MG,31
4303,3115201,CONCEIÇÃO DA BARRA DE MINAS,Conceição da Barra de Minas,MG,31
4305,3115300,CATAGUASES,Cataguases,MG,31
4307,3115409,CATAS ALTAS DA NORUEGA,Catas Altas da Noruega,MG,31
4309,3115508,CAXAMBU,Caxambu,MG,31
4311,3115607,CEDRO DO ABAETÉ,Cedro do Abaeté,MG,31
4313,3115706,CENTRAL DE MINAS,Central de Minas,MG,31
4315,3115805,CENTRALINA,Centralina,MG,31
4317,3115904,CHÁCARA,Chácara,MG,31
4319,3116001,CHALÉ,Chalé,MG,31
4321,3116100,CHAPADA DO NORTE,Chapada do Norte,MG,31
4323,3116209,CHIADOR,Chiador,MG,31
4325,3116308,CIPOTÂNEA,Cipotânea,MG,31
4327,3116407,CLARAVAL,Claraval,MG,31
4329,3116506,CLARO DOS POÇÕES,Claro dos Poções,MG,31
4331,3116605,CLÁUDIO,Cláudio,MG,31
4333,3116704,COIMBRA,Coimbra,MG,31
4335,3116803,COLUNA,Coluna,MG,31
4337,3116902,COMENDADOR GOMES,Comendador Gomes,MG,31
4339,3117009,COMERCINHO,Comercinho,MG,31
4341,3117108,CONCEIÇÃO DA APARECIDA,Conceição da Aparecida,MG,31
4343,3117207,CONCEIÇÃO DAS PEDRAS,Conceição das Pedras,MG,31
4345,3117306,CONCEIÇÃO DAS ALAGOAS,Conceição das Alagoas,MG,31
4347,3117405,CONCEIÇÃO DE IPANEMA,Conceição de Ipanema,MG,31
4349,3117504,CONCEIÇÃO DO MATO DENTRO,Conceição do Mato Dentro,MG,31
4351,3117603,CONCEIÇÃO DO PARÁ,Conceição do Pará,MG,31
4353,3117702,CONCEIÇÃO DO RIO VERDE,Conceição do Rio Verde,MG,31
4355,3117801,CONCEIÇÃO DOS OUROS,Conceição dos Ouros,MG,31
4357,3117900,CONGONHAL,Congonhal,MG,31
4359,3118007,CONGONHAS,Congonhas,MG,31
4361,3118106,CONGONHAS DO NORTE,Congonhas do Norte,MG,31
4363,3118205,CONQUISTA,Conquista,MG,31
4365,3118304,CONSELHEIRO LAFAIETE,Conselheiro Lafaiete,MG,31
4367,3118403,CONSELHEIRO PENA,Conselheiro Pena,MG,31
4369,3118502,CONSOLAÇÃO,Consolação,MG,31
4371,3118601,CONTAGEM,Contagem,MG,31
4373,3118700,COQUEIRAL,Coqueiral,MG,31
4375,3118809,CORAÇÃO DE JESUS,Coração de Jesus,MG,31
4377,3118908,CORDISBURGO,Cordisburgo,MG,31
4379,3119005,CORDISLÂNDIA,Cordislândia,MG,31
4381,3119104,CORINTO,Corinto,MG,31
4383,3119203,COROACI,Coroaci,MG,31
4385,3119302,COROMANDEL,Coromandel,MG,31
4387,3119401,CORONEL FABRICIANO,Coronel Fabriciano,MG,31
4389,3119500,CORONEL MURTA,Coronel Murta,MG,31
4391,3119609,CORONEL PACHECO,Coronel Pacheco,MG,31
4393,3119708,CORONEL XAVIER CHAVES,Coronel Xavier Chaves,MG,31
4395,3119807,CÓRREGO DANTA,Córrego Danta,MG,31
4397,3119906,CÓRREGO DO BOM JESUS,Córrego do Bom Jesus,MG,31
4399,3120003,CÓRREGO NOVO,Córrego Novo,MG,31
4401,3120102,COUTO DE MAGALHÃES DE MINAS,Couto de Magalhães de Minas,MG,31
4403,3120201,CRISTAIS,Cristais,MG,31
4405,3120300,CRISTÁLIA,Cristália,MG,31
4407,3120409,CRISTIANO OTONI,Cristiano Otoni,MG,31
4409,3120508,CRISTINA,Cristina,MG,31
4411,3120607,CRUCILÂNDIA,Crucilândia,MG,31
4413,3120706,CRUZEIRO DA FORTALEZA,Cruzeiro da Fortaleza,MG,31
4415,3120805,CRUZÍLIA,Cruzília,MG,31
4417,3120904,CURVELO,Curvelo,MG,31
4419,3121001,DATAS,Datas,MG,31
4421,3121100,DELFIM MOREIRA,Delfim Moreira,MG,31
4423,3121209,DELFINÓPOLIS,Delfinópolis,MG,31
4425,3121308,DESCOBERTO,Descoberto,MG,31
4427,3121407,DESTERRO DE ENTRE RIOS,Desterro de Entre Rios,MG,31
4429,3121506,DESTERRO DO MELO,Desterro do Melo,MG,31
4431,3121605,DIAMANTINA,Diamantina,MG,31
4433,3121704,DIOGO DE VASCONCELOS,Diogo de Vasconcelos,MG,31
4435,3121803,DIONÍSIO,Dionísio,MG,31
4437,3121902,DIVINÉSIA,Divinésia,MG,31
4439,3122009,DIVINO,Divino,MG,31
4441,3122108,DIVINO DAS LARANJEIRAS,Divino das Laranjeiras,MG,31
4443,3122207,DIVINOLÂNDIA DE MINAS,Divinolândia de Minas,MG,31
4445,3122306,DIVINÓPOLIS,Divinópolis,MG,31
4447,3122405,DIVISA NOVA,Divisa Nova,MG,31
4449,3122504,DOM CAVATI,Dom Cavati,MG,31
4451,3122603,DOM JOAQUIM,Dom Joaquim,MG,31
4453,3122702,DOM SILVÉRIO,Dom Silvério,MG,31
4455,3122801,DOM VIÇOSO,Dom Viçoso,MG,31
4457,3122900,DONA EUZEBIA,Dona Euzébia,MG,31
4459,3123007,DORES DE CAMPOS,Dores de Campos,MG,31
4461,3123106,DORES DE GUANHÃES,Dores de Guanhães,MG,31
4463,3123205,DORES DO INDAIÁ,Dores do Indaiá,MG,31
4465,3123304,DORES DO TURVO,Dores do Turvo,MG,31
4467,3123403,DORESÓPOLIS,Doresópolis,MG,31
4469,3123502,DOURADOQUARA,Douradoquara,MG,31
4471,3123601,ELÓI MENDES,Elói Mendes,MG,31
4473,3123700,ENGENHEIRO CALDAS,Engenheiro Caldas,MG,31
4475,3123809,ENGENHEIRO NAVARRO,Engenheiro Navarro,MG,31
4477,3123908,ENTRE RIOS DE MINAS,Entre Rios de Minas,MG,31
4479,3124005,ERVÁLIA,Ervália,MG,31
4481,3124104,ESMERALDAS,Esmeraldas,MG,31
4483,3124203,ESPERA FELIZ,Espera Feliz,MG,31
4485,3124302,ESPINOSA,Espinosa,MG,31
4487,3124401,ESPÍRITO SANTO DO DOURADO,Espírito Santo do Dourado,MG,31
4489,3124500,ESTIVA,Estiva,MG,31
4491,3124609,ESTRELA DALVA,Estrela Dalva,MG,31
4493,3124708,ESTRELA DO INDAIÁ,Estrela do Indaiá,MG,31
4495,3124807,ESTRELA DO SUL,Estrela do Sul,MG,31
4497,3124906,EUGENÓPOLIS,Eugenópolis,MG,31
4499,3125002,EWBANK DA CÂMARA,Ewbank da Câmara,MG,31
4501,3125101,EXTREMA,Extrema,MG,31
4503,3125200,FAMA,Fama,MG,31
4505,3125309,FARIA LEMOS,Faria Lemos,MG,31
4507,3125408,FELÍCIO DOS SANTOS,Felício dos Santos,MG,31
4509,3125507,SÃO GONÇALO DO RIO PRETO,São Gonçalo do Rio Preto,MG,31
4511,3125606,FELISBURGO,Felisburgo,MG,31
4513,3125705,FELIXLÂNDIA,Felixlândia,MG,31
4515,3125804,FERNANDES TOURINHO,Fernandes Tourinho,MG,31
4517,3125903,FERROS,Ferros,MG,31
4519,3126000,FLORESTAL,Florestal,MG,31
4521,3126109,FORMIGA,Formiga,MG,31
4523,3126208,FORMOSO,Formoso,MG,31
4525,3126307,FORTALEZA DE MINAS,Fortaleza de Minas,MG,31
4527,3126406,FORTUNA DE MINAS,Fortuna de Minas,MG,31
4529,3126505,FRANCISCO BADARÓ,Francisco Badaró,MG,31
4531,3126604,FRANCISCO DUMONT,Francisco Dumont,MG,31
4533,3126703,FRANCISCO SÁ,Francisco Sá,MG,31
4535,3126802,FREI GASPAR,Frei Gaspar,MG,31
4537,3126901,FREI INOCÊNCIO,Frei Inocêncio,MG,31
4539,3127008,FRONTEIRA,Fronteira,MG,31
4541,3127107,FRUTAL,Frutal,MG,31
4543,3127206,FUNILÂNDIA,Funilândia,MG,31
4545,3127305,GALILÉIA,Galiléia,MG,31
4547,3127404,GONÇALVES,Gonçalves,MG,31
4549,3127503,GONZAGA,Gonzaga,MG,31
4551,3127602,Gouveia,Gouveia,MG,31
4553,3127701,GOVERNADOR VALADARES,Governador Valadares,MG,31
4555,3127800,GRÃO MOGOL,Grão Mogol,MG,31
4557,3127909,GRUPIARA,Grupiara,MG,31
4559,3128006,GUANHÃES,Guanhães,MG,31
4561,3128105,GUAPÉ,Guapé,MG,31
4563,3128204,GUARACIABA,Guaraciaba,MG,31
4565,3128303,GUARANÉSIA,Guaranésia,MG,31
4567,3128402,GUARANI,Guarani,MG,31
4569,3128501,GUARARÁ,Guarará,MG,31
4571,3128600,GUARDA-MOR,Guarda-Mor,MG,31
4573,3128709,GUAXUPÉ,Guaxupé,MG,31
4575,3128808,GUIDOVAL,Guidoval,MG,31
4577,3128907,GUIMARÂNIA,Guimarânia,MG,31
4579,3129004,GUIRICEMA,Guiricema,MG,31
4581,3129103,GURINHATÃ,Gurinhatã,MG,31
4583,3129202,HELIODORA,Heliodora,MG,31
4585,3129301,IAPU,Iapu,MG,31
4587,3129400,IBERTIOGA,Ibertioga,MG,31
4589,3129509,IBIÁ,Ibiá,MG,31
4591,3129608,IBIAÍ,Ibiaí,MG,31
4593,3129707,IBIRACI,Ibiraci,MG,31
4595,3129806,IBIRITÉ,Ibirité,MG,31
4597,3129905,IBITIÚRA DE MINAS,Ibitiúra de Minas,MG,31
4599,3130002,IBITURUNA,Ibituruna,MG,31
4601,3130101,IGARAPÉ,Igarapé,MG,31
4603,3130200,IGARATINGA,Igaratinga,MG,31
4605,3130309,IGUATAMA,Iguatama,MG,31
4607,3130408,IJACI,Ijaci,MG,31
4609,3130507,ILICÍNEA,Ilicínea,MG,31
4611,3130606,INCONFIDENTES,Inconfidentes,MG,31
4613,3130705,INDIANÓPOLIS,Indianópolis,MG,31
4615,3130804,INGAÍ,Ingaí,MG,31
4617,3130903,INHAPIM,Inhapim,MG,31
4619,3131000,INHAÚMA,Inhaúma,MG,31
4621,3131109,INIMUTABA,Inimutaba,MG,31
4623,3131208,IPANEMA,Ipanema,MG,31
4625,3131307,IPATINGA,Ipatinga,MG,31
4627,3131406,IPIAÇU,Ipiaçu,MG,31
4629,3131505,IPUIÚNA,Ipuiúna,MG,31
4631,3131604,IRAÍ DE MINAS,Iraí de Minas,MG,31
4633,3131703,ITABIRA,Itabira,MG,31
4635,3131802,ITABIRINHA,Itabirinha,MG,31
4637,3131901,ITABIRITO,Itabirito,MG,31
4639,3132008,ITACAMBIRA,Itacambira,MG,31
4641,3132107,ITACARAMBI,Itacarambi,MG,31
4643,3132206,ITAGUARA,Itaguara,MG,31
4645,3132305,ITAIPÉ,Itaipé,MG,31
4647,3132404,ITAJUBÁ,Itajubá,MG,31
4649,3132503,ITAMARANDIBA,Itamarandiba,MG,31
4651,3132602,ITAMARATI DE MINAS,Itamarati de Minas,MG,31
4653,3132701,ITAMBACURI,Itambacuri,MG,31
4655,3132800,ITAMBÉ DO MATO DENTRO,Itambé do Mato Dentro,MG,31
4657,3132909,ITAMOGI,Itamogi,MG,31
4659,3133006,ITAMONTE,Itamonte,MG,31
4661,3133105,ITANHANDU,Itanhandu,MG,31
4663,3133204,ITANHOMI,Itanhomi,MG,31
4665,3133303,ITAOBIM,Itaobim,MG,31
4667,3133402,ITAPAGIPE,Itapagipe,MG,31
4669,3133501,ITAPECERICA,Itapecerica,MG,31
4671,3133600,ITAPEVA,Itapeva,MG,31
4673,3133709,ITATIAIUÇU,Itatiaiuçu,MG,31
4675,3133808,ITAÚNA,Itaúna,MG,31
4677,3133907,ITAVERAVA,Itaverava,MG,31
4679,3134004,ITINGA,Itinga,MG,31
4681,3134103,ITUETA,Itueta,MG,31
4683,3134202,ITUIUTABA,Ituiutaba,MG,31
4685,3134301,ITUMIRIM,Itumirim,MG,31
4687,3134400,ITURAMA,Iturama,MG,31
4689,3134509,ITUTINGA,Itutinga,MG,31
4691,3134608,JABOTICATUBAS,Jaboticatubas,MG,31
4693,3134707,JACINTO,Jacinto,MG,31
4695,3134806,JACUÍ,Jacuí,MG,31
4697,3134905,JACUTINGA,Jacutinga,MG,31
4699,3135001,JAGUARAÇU,Jaguaraçu,MG,31
4701,3135100,JANAÚBA,Janaúba,MG,31
4703,3135209,JANUÁRIA,Januária,MG,31
4705,3135308,JAPARAÍBA,Japaraíba,MG,31
4707,3135407,JECEABA,Jeceaba,MG,31
4709,3135506,JEQUERI,Jequeri,MG,31
4711,3135605,JEQUITAÍ,Jequitaí,MG,31
4713,3135704,JEQUITIBÁ,Jequitibá,MG,31
4715,3135803,JEQUITINHONHA,Jequitinhonha,MG,31
4717,3135902,JESUÂNIA,Jesuânia,MG,31
4719,3136009,JOAÍMA,Joaíma,MG,31
4721,3136108,JOANÉSIA,Joanésia,MG,31
4723,3136207,JOÃO MONLEVADE,João Monlevade,MG,31
4725,3136306,JOÃO PINHEIRO,João Pinheiro,MG,31
4727,3136405,JOAQUIM FELÍCIO,Joaquim Felício,MG,31
4729,3136504,JORDÂNIA,Jordânia,MG,31
4731,3136603,NOVA UNIÃO,Nova União,MG,31
4733,3136702,JUIZ DE FORA,Juiz de Fora,MG,31
4735,3136801,JURAMENTO,Juramento,MG,31
4737,3136900,JURUAIA,Juruaia,MG,31
4739,3137007,LADAINHA,Ladainha,MG,31
4741,3137106,LAGAMAR,Lagamar,MG,31
4743,3137205,LAGOA DA PRATA,Lagoa da Prata,MG,31
4745,3137304,LAGOA DOS PATOS,Lagoa dos Patos,MG,31
4747,3137403,LAGOA DOURADA,Lagoa Dourada,MG,31
4749,3137502,LAGOA FORMOSA,Lagoa Formosa,MG,31
4751,3137601,LAGOA SANTA,Lagoa Santa,MG,31
4753,3137700,LAJINHA,Lajinha,MG,31
4755,3137809,LAMBARI,Lambari,MG,31
4757,3137908,LAMIM,Lamim,MG,31
4759,3138005,LARANJAL,Laranjal,MG,31
4761,3138104,LASSANCE,Lassance,MG,31
4763,3138203,LAVRAS,Lavras,MG,31
4765,3138302,LEANDRO FERREIRA,Leandro Ferreira,MG,31
4767,3138401,LEOPOLDINA,Leopoldina,MG,31
4769,3138500,LIBERDADE,Liberdade,MG,31
4771,3138609,LIMA DUARTE,Lima Duarte,MG,31
4773,3138708,LUMINÁRIAS,Luminárias,MG,31
4775,3138807,LUZ,Luz,MG,31
4777,3138906,MACHACALIS,Machacalis,MG,31
4779,3139003,MACHADO,Machado,MG,31
4781,3139102,MADRE DE DEUS DE MINAS,Madre de Deus de Minas,MG,31
4783,3139201,MALACACHETA,Malacacheta,MG,31
4785,3139300,MANGA,Manga,MG,31
4787,3139409,MANHUAÇU,Manhuaçu,MG,31
4789,3139508,MANHUMIRIM,Manhumirim,MG,31
4791,3139607,MANTENA,Mantena,MG,31
4793,3139706,MARAVILHAS,Maravilhas,MG,31
4795,3139805,MAR DE ESPANHA,Mar de Espanha,MG,31
4797,3139904,MARIA DA FÉ,Maria da Fé,MG,31
4799,3140001,MARIANA,Mariana,MG,31
4801,3140100,MARILAC,Marilac,MG,31
4803,3140209,MARIPÁ DE MINAS,Maripá de Minas,MG,31
4805,3140308,MARLIÉRIA,Marliéria,MG,31
4807,3140407,MARMELÓPOLIS,Marmelópolis,MG,31
4809,3140506,MARTINHO CAMPOS,Martinho Campos,MG,31
4811,3140605,MATERLÂNDIA,Materlândia,MG,31
4813,3140704,MATEUS LEME,Mateus Leme,MG,31
4815,3140803,MATIAS BARBOSA,Matias Barbosa,MG,31
4817,3140902,MATIPÓ,Matipó,MG,31
4819,3141009,MATO VERDE,Mato Verde,MG,31
4821,3141108,MATOZINHOS,Matozinhos,MG,31
4823,3141207,MATUTINA,Matutina,MG,31
4825,3141306,MEDEIROS,Medeiros,MG,31
4827,3141405,MEDINA,Medina,MG,31
4829,3141504,MENDES PIMENTEL,Mendes Pimentel,MG,31
4831,3141603,MERCÊS,Mercês,MG,31
4833,3141702,MESQUITA,Mesquita,MG,31
4835,3141801,MINAS NOVAS,Minas Novas,MG,31
4837,3141900,MINDURI,Minduri,MG,31
4839,3142007,MIRABELA,Mirabela,MG,31
4841,3142106,MIRADOURO,Miradouro,MG,31
4843,3142205,MIRAÍ,Miraí,MG,31
4845,3142304,MOEDA,Moeda,MG,31
4847,3142403,MOEMA,Moema,MG,31
4849,3142502,MONJOLOS,Monjolos,MG,31
4851,3142601,MONSENHOR PAULO,Monsenhor Paulo,MG,31
4853,3142700,MONTALVÂNIA,Montalvânia,MG,31
4855,3142809,MONTE ALEGRE DE MINAS,Monte Alegre de Minas,MG,31
4857,3142908,MONTE AZUL,Monte Azul,MG,31
4859,3143005,MONTE BELO,Monte Belo,MG,31
